id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
6712,p,,f,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6713,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6714,p,,f,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6715,p,,x,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6716,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6717,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6718,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6719,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6720,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6721,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6722,p,,x,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6723,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6724,p,,x,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6725,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6726,p,,x,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6727,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6728,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6729,p,,f,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6730,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6731,p,,x,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6732,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6733,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6734,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6735,p,,x,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6736,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6737,p,,x,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6738,p,,k,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6739,p,,f,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6740,p,,x,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6741,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6742,p,,x,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6743,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6744,e,,x,f,g,f,f,w,g,,,b,k,w,p,w,t,p,w,g,
6745,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6746,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6747,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6748,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6749,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6750,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6751,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6752,e,,b,f,g,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
6753,p,,f,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6754,p,,f,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6755,p,,f,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6756,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6757,p,,f,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6758,p,,x,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6759,p,,f,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6760,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6761,p,,f,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6762,e,,k,f,g,f,f,w,p,,,b,k,w,p,w,t,p,w,g,
6763,e,,b,s,n,f,a,c,y,,,b,s,o,p,n,t,p,o,l,
6764,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6765,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6766,p,,f,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6767,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6768,p,,f,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6769,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6770,p,,f,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6771,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6772,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6773,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6774,e,,x,f,w,f,f,w,g,,,b,s,w,p,w,t,p,w,g,
6775,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6776,p,,x,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6777,p,,x,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6778,p,,x,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6779,p,,x,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6780,p,,k,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6781,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6782,p,,x,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6783,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6784,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6785,p,,x,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6786,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6787,p,,x,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6788,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6789,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6790,p,,f,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6791,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6792,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6793,p,,f,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6794,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6795,p,,x,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6796,p,,f,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6797,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6798,p,,f,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6799,p,,k,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6800,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6801,p,,x,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6802,p,,x,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6803,p,,f,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6804,p,,x,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6805,p,,f,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6806,p,,f,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6807,p,,f,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6808,p,,x,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6809,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6810,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6811,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6812,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6813,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6814,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6815,p,,f,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6816,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6817,p,,f,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6818,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6819,p,,f,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6820,p,,f,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6821,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6822,p,,f,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6823,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6824,p,,k,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6825,p,,x,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6826,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6827,e,,x,s,g,f,f,w,w,,,b,k,w,p,w,t,p,w,g,
6828,p,,k,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6829,p,,x,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6830,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6831,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6832,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6833,p,,f,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6834,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6835,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6836,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6837,p,,f,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6838,p,,x,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6839,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6840,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6841,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6842,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6843,p,,k,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6844,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6845,p,,k,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6846,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6847,p,,f,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6848,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6849,e,,b,s,n,f,a,c,n,,,b,s,o,p,o,t,p,o,l,
6850,p,,x,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6851,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6852,p,,f,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6853,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6854,p,,f,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6855,p,,k,y,n,f,f,c,w,,,c,k,c,p,w,f,n,w,d,
6856,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6857,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6858,p,,k,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6859,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6860,e,,k,s,w,f,f,w,g,,,b,k,w,p,w,t,p,w,g,
6861,p,,f,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6862,p,,f,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6863,p,,f,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6864,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6865,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6866,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6867,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6868,p,,f,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6869,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6870,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6871,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6872,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6873,p,,x,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6874,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6875,p,,f,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6876,p,,x,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6877,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6878,p,,x,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6879,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6880,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6881,p,,f,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6882,p,,f,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6883,p,,x,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6884,e,,k,f,g,f,f,w,w,,,b,k,w,p,w,t,p,w,g,
6885,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6886,p,,k,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6887,p,,k,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6888,p,,x,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6889,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6890,p,,f,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6891,p,,f,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6892,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6893,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6894,p,,f,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6895,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6896,p,,x,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6897,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6898,p,,x,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6899,p,,f,s,n,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6900,e,,x,s,n,f,a,c,n,,,b,s,o,p,o,t,p,y,l,
6901,p,,k,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6902,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6903,p,,k,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6904,e,,x,y,c,t,f,c,w,,,b,s,w,p,w,t,p,w,p,
6905,e,,b,s,n,f,a,c,n,,,b,s,o,p,n,t,p,y,l,
6906,e,,k,s,g,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
6907,e,,x,f,g,f,f,w,g,,,b,s,w,p,w,t,p,w,g,
6908,p,,x,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6909,p,,k,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6910,e,,x,s,n,f,a,c,o,,,b,s,o,p,n,t,p,o,l,
6911,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6912,p,,b,y,y,f,f,w,y,,,c,y,y,p,y,t,e,w,l,
6913,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6914,e,,b,s,g,f,f,w,g,,,b,k,w,p,w,t,p,w,g,
6915,p,,k,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6916,p,,k,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6917,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6918,p,,f,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6919,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6920,e,,k,f,g,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
6921,p,,k,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6922,p,,k,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6923,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6924,e,,b,f,g,f,f,w,p,,,b,k,w,p,w,t,p,w,g,
6925,p,,f,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6926,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6927,e,,f,s,n,f,a,c,o,,,b,s,o,p,n,t,p,n,l,
6928,e,,x,y,p,t,f,c,w,,,b,s,w,p,w,t,p,w,p,
6929,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6930,p,,k,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6931,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6932,e,,b,s,w,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
6933,p,,x,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6934,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6935,p,,f,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6936,p,,k,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6937,e,,x,f,w,f,f,w,p,,,b,s,w,p,w,t,p,w,g,
6938,e,,b,s,w,f,f,w,p,,,b,s,w,p,w,t,p,w,g,
6939,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6940,p,,f,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6941,e,,f,y,n,t,f,c,w,,,b,s,w,p,w,t,p,w,p,
6942,p,,k,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6943,p,,k,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6944,p,,f,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6945,p,,f,y,e,f,a,c,w,,,c,k,c,p,w,f,n,w,d,
6946,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6947,p,,k,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6948,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6949,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6950,p,,k,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6951,p,,f,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6952,e,,x,f,w,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
6953,p,,k,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6954,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6955,p,,k,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6956,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6957,p,,k,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6958,e,,k,f,w,f,f,w,g,,,b,s,w,p,w,t,p,w,g,
6959,p,,k,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6960,p,,k,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6961,p,,k,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6962,p,,k,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6963,p,,x,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6964,p,,x,y,e,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6965,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6966,p,,k,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
6967,e,,b,s,n,f,f,c,w,,,b,y,n,p,w,t,p,w,d,
6968,p,,f,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6969,p,,k,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6970,e,,x,s,n,f,f,c,w,,,b,y,n,p,w,t,p,w,d,
6971,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6972,p,,k,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
6973,p,,f,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6974,p,,x,s,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6975,e,,k,f,w,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
6976,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6977,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
6978,p,,x,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6979,p,,f,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6980,p,,k,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6981,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6982,p,,k,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
6983,p,,x,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
6984,e,,b,s,n,f,f,c,w,,,b,y,n,p,w,t,p,w,p,
6985,p,,k,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,p,
6986,p,,x,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
6987,p,,x,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
6988,p,,f,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
6989,e,,b,s,n,f,a,c,n,,,b,s,o,p,n,t,p,n,l,
6990,e,,k,s,g,f,f,w,p,,,b,k,w,p,w,t,p,w,g,
6991,p,,k,y,e,f,f,c,y,,,c,k,c,p,w,f,n,w,d,
6992,p,,k,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
6993,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6994,e,,k,s,n,f,a,c,y,,,b,s,o,p,o,t,p,o,l,
6995,p,,f,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
6996,p,,k,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
6997,e,,k,f,w,f,f,w,p,,,b,k,w,p,w,t,p,w,g,
6998,e,,x,s,g,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
6999,e,,k,s,n,f,a,c,y,,,b,s,o,p,o,t,p,o,l,
7000,p,,k,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
7001,p,,k,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
7002,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
7003,e,,x,s,w,f,f,w,w,,,b,k,w,p,w,t,p,w,g,
7004,e,,k,s,w,f,f,w,g,,,b,k,w,p,w,t,p,w,g,
7005,e,,k,s,w,f,f,w,p,,,b,k,w,p,w,t,p,w,g,
7006,p,,k,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
7007,p,,x,s,e,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
7008,e,,k,s,g,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
7009,e,,x,f,w,f,f,w,g,,,b,s,w,p,w,t,p,w,g,
7010,p,,k,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
7011,e,,b,s,w,f,f,w,g,,,b,s,w,p,w,t,p,w,g,
7012,p,,k,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
7013,p,,f,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
7014,p,,f,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
7015,e,,k,s,g,f,f,w,p,,,b,s,w,p,w,t,p,w,g,
7016,e,,x,s,w,f,f,w,w,,,b,s,w,p,w,t,p,w,g,
7017,p,,f,y,e,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
7018,p,,x,s,e,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
7019,e,,x,f,w,f,f,w,g,,,b,k,w,p,w,t,p,w,g,
7020,e,,k,f,w,f,f,w,g,,,b,k,w,p,w,t,p,w,g,
7021,p,,f,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
7022,e,,f,s,g,t,f,c,w,,,b,s,w,p,w,t,p,w,p,
7023,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
7024,p,,x,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,p,
7025,e,,k,s,n,f,a,c,y,,,b,s,o,p,n,t,p,b,l,
7026,e,,x,s,n,f,a,c,n,,,b,s,o,p,o,t,p,n,l,
7027,p,,k,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,l,
7028,p,,x,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
7029,p,,x,s,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
7030,p,,k,s,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
7031,p,,x,s,n,f,f,c,b,,,b,s,w,p,w,t,e,w,l,
7032,e,,k,f,w,f,f,w,g,,,b,k,w,p,w,t,p,w,g,
7033,e,,k,s,n,f,a,c,o,,,b,s,o,p,n,t,p,n,l,
7034,p,,k,y,c,f,f,c,w,,,c,k,c,p,w,f,n,w,d,
7035,e,,x,f,g,f,f,w,g,,,b,s,w,p,w,t,p,w,g,
7036,e,,x,s,n,f,a,c,n,,,b,s,o,p,o,t,p,o,l,
7037,e,,x,s,n,f,a,c,y,,,b,s,o,p,o,t,p,b,l,
7038,p,,k,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
7039,e,,k,f,w,f,f,w,p,,,b,s,w,p,w,t,p,w,g,
7040,e,,x,f,g,f,f,w,g,,,b,k,w,p,w,t,p,w,g,
7041,e,,f,s,n,f,a,c,o,,,b,s,o,p,o,t,p,n,l,
7042,p,,k,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
7043,p,,k,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
7044,p,,f,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
7045,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
7046,e,,k,f,g,f,f,w,p,,,b,s,w,p,w,t,p,w,g,
7047,p,,f,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
7048,p,,f,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
7049,p,,k,s,e,f,f,c,b,,,b,k,p,p,w,t,e,w,l,
